id_original,id_souldata,nombre_tripadvisor,nombre_souldata,link,score,n_reviews,description,categoria,subcategoría,departamento,ciudad,entra_analisis,entra_global,lat,long,geo_manual
293,286,FlightCEM Servicios AÃ©reos,Flight CEM Servicios Aéreos,/Attraction_Review-g312852-d23555494-Reviews-FlightCEM_Servicios_Aereos-Rio_Gallegos_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Taxis & Shuttles â€¢ Air Tours,Prestadores turísticos,Transporte,,,,,-51.615722,-69.2252211,1
294,287,Terminal De Ã“mnibus El Calafate,Terminal de Ómnibus de El Calafate,/Attraction_Review-g312851-d23555007-Reviews-Terminal_De_Omnibus_El_Calafate-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Points of Interest & Landmarks,Prestadores turísticos,Transporte,,,,,-50.3374028,-72.2452032,1
295,288,On Patagonia,On Patagonia,/Attraction_Review-g312851-d23191164-Reviews-On_Patagonia-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Bus Services,Prestadores turísticos,Transporte,,,,,-50.337969,-72.2647982,1
296,289,Mirador Lago VolcÃ¡n y RÃ­o LÃ¡cteo,Mirador Lago Volcán y Río Lácteo,/Attraction_Review-g1949199-d23696395-Reviews-Mirador_Lago_Volcan_y_Rio_Lacteo-Perito_Moreno_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Lookouts,Áreas naturales,Miradores,,,,,-47.7678618,-72.2328599,1
297,290,Observatorio de Aves Laguna Del MiÃ©,Observatorio de Aves Laguna Del Mié,/Attraction_Review-g312850-d23702864-Reviews-Observatorio_de_Aves_Laguna_Del_Mie-Province_of_Santa_Cruz_Patagonia.html,0.0,0,Nature & Wildlife Areas,Áreas naturales,Miradores,,,,,-47.8683608,-71.9763204,1
298,291,Mirador del Lago Belgrano,Mirador del Lago Belgrano,/Attraction_Review-g312850-d23702870-Reviews-Mirador_Del_Lago_Belgrano-Province_of_Santa_Cruz_Patagonia.html,0.0,0,Lookouts,Áreas naturales,Miradores,,,,,-47.8541847,-72.1515419,1
299,292,Lago Burmeister,Lago Burmeister,/Attraction_Review-g312850-d23702871-Reviews-Lago_Burmeister-Province_of_Santa_Cruz_Patagonia.html,0.0,0,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",,,,,-47.9590634,-72.201088,1
300,293,Circuito Azara,Circuito Azara,/Attraction_Review-g312850-d23702876-Reviews-Circuito_Azara-Province_of_Santa_Cruz_Patagonia.html,0.0,0,Hiking Trails,Áreas naturales,Senderos,,,,,-47.8717593,-71.9764246,1
301,294,Sendero Valle Del Rio LÃ¡cteo Y Laguna De Los TÃ©mpanos,Sendero Valle del Rio Lácteo y Laguna de Los Témpanos,/Attraction_Review-g312850-d23702875-Reviews-Sendero_Valle_Del_Rio_Lacteo_Y_Laguna_De_Los_Tempanos-Province_of_Santa_Cruz_Pat.html,0.0,0,Hiking Trails,Áreas naturales,Senderos,,,,,-47.8717593,-71.9764246,1
302,295,Circuito PenÃ­nsula Belgrano,Circuito Pení­nsula Belgrano,/Attraction_Review-g312850-d23702872-Reviews-Circuito_Peninsula_Belgrano-Province_of_Santa_Cruz_Patagonia.html,0.0,0,Hiking Trails,Áreas naturales,Senderos,,,,,-47.0362143,-71.6971857,1
303,62,Centro De Informes Ceferino Fonzo,Centro de Información Turística - El Chaltén,/Attraction_Review-g312850-d23702877-Reviews-Centro_De_Informes_Ceferino_Fonzo-Province_of_Santa_Cruz_Patagonia.html,0.0,0,Visitor Centers,Espacios urbanos,Centros de Información Turística,,,,,-49.3334197,-72.8833999,1
304,296,Parque Nacional Perito Moreno,Parque Nacional Perito Moreno,/Attraction_Review-g1949199-d23715501-Reviews-Parque_Nacional_Perito_Moreno-Perito_Moreno_Province_of_Santa_Cruz_Patagonia.html,0.0,0,National Parks,Áreas naturales,Parque / Reserva natural,,,,,-47.8717593,71.9764246,1
305,297,Ascenso Al Cerro LeÃ³n Y Condorera,Ascenso al Cerro León y Condorera,/Attraction_Review-g1203116-d23693065-Reviews-Ascenso_Al_Cerro_Leon_Y_Condorera-Gobernador_Gregores_Province_of_Santa_Cruz_Pa.html,0.0,0,State Parks,Áreas naturales,Cerros,,,,,-48.75,-70.25,1
306,298,Mirador Cabeza De LeÃ³n,Mirador Cabeza de León,/Attraction_Review-g2468334-d23732076-Reviews-Mirador_Cabeza_De_Leon-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Lookouts,Áreas naturales,Miradores,,,,,-50.2642303,-68.9584374,1
307,299,Sendero PingÃ¼inera,Sendero Pingüinera,/Attraction_Review-g2468334-d23733275-Reviews-Sendero_Pinguinera-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Nature & Wildlife Areas,Áreas naturales,Senderos,repetido 309,,,,-50.2642303,-68.9584374,1
308,300,Plaza de los NiÃ±os Ausentes,Plaza de los Niños Ausentes,/Attraction_Review-g312851-d23467151-Reviews-Plaza_de_los_Ninos_Ausentes-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Playgrounds,Espacios urbanos,"Parques, plazas y espacios urbanos",,,,,-50.327454,-72.276047,0
309,299,Sendero PingÃ¼inera,Sendero Pingüinera,/Attraction_Review-g2468334-d23743430-Reviews-Sendero_Pinguinera-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Hiking Trails,Áreas naturales,Senderos,,,,,-50.2642303,-68.9584374,1
310,301,Sendero LoberÃ­a,Sendero Lobería,/Attraction_Review-g2468334-d23743431-Reviews-Sendero_Loberia-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Hiking Trails,Áreas naturales,Senderos,,,,,-50.2642303,-68.9584374,1
311,302,Isla Monte LeÃ³n,Isla Monte León,/Attraction_Review-g2468334-d23748716-Reviews-Isla_Monte_Leon-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,0.0,0,National Parks,Áreas naturales,Parque / Reserva natural,,,,,-50.2642303,-68.9584374,1
312,303,Parque Natural Provincial Monte Loayza,Parque Natural Provincial Monte Loayza,/Attraction_Review-g23902725-d23944223-Reviews-Parque_Natural_Provincial_Monte_Loayza-Jaramillo_Province_of_Santa_Cruz_Patago.html,0.0,0,State Parks,Áreas naturales,Parque / Reserva natural,,,,,-47.1033333,-66.2816667,1
313,304,Parque Provincial PenÃ­nsula De Magallanes,Parque Provincial Península de Magallanes,/Attraction_Review-g312851-d23950568-Reviews-Parque_Provincial_Peninsula_De_Magallanes-El_Calafate_Province_of_Santa_Cruz_Pat.html,0.0,0,State Parks,Áreas naturales,Parque / Reserva natural,,,,,-50.4033333,-72.8830556,1
314,305,MariMar,MariMar,/Attraction_Review-g312851-d23941022-Reviews-MariMar-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Taxis & Shuttles,Prestadores turísticos,Transporte,,,,,-50.337969,-72.2647982,1
315,306,GTY Traslados Calafate,GTY Traslados Calafate,/Attraction_Review-g312851-d23924238-Reviews-GTY_Traslados_Calafate-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Taxis & Shuttles,Prestadores turísticos,Transporte,,,,,-50.337969,-72.2647982,1
316,307,Parque Interjuridiccional Marino Makenke,Parque Interjuridiccional Marino Makenke,/Attraction_Review-g1857763-d23929741-Reviews-Parque_Interjuridiccional_Marino_Makenke-Puerto_San_Julian_Province_of_Santa_Cr.html,0.0,0,National Parks,Áreas naturales,Parque / Reserva natural,,,,,-49.3097353,-67.7172351,1
317,22,Parque Interjuridiccional Marino Isla PingÃ¼ino,Parque Interjuridiccional Marino Isla Pingüino,/Attraction_Review-g887127-d23931147-Reviews-Parque_Interjuridiccional_Marino_Isla_Pinguino-Puerto_Deseado_Province_of_Santa_.html,0.0,0,National Parks,Áreas naturales,Parque / Reserva natural,,,,,-47.9105556,-65.7175,1
318,308,AYG TRASLADOS,AYG TRASLADOS,/Attraction_Review-g312851-d23931373-Reviews-AYG_TRASLADOS-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,0.0,0,"4WD, ATV & Off-Road Tours â€¢ Hop-On Hop-Off Tours",Prestadores turísticos,Receptivos,,,,,-50.337969,-72.2647982,1
319,309,Argentina Pura,Argentina Pura,/Attraction_Review-g312851-d23955836-Reviews-Argentina_Pura-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,0.0,0,Multi-day Tours â€¢ Cultural Tours,Prestadores turísticos,Receptivos,,,,,-50.337969,-72.2647982,1
320,310,Fitz Roy Rafting,Fitz Roy Rafting,/Attraction_Review-g316035-d23956000-Reviews-Fitz_Roy_Rafting-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,0.0,0,River Rafting & Tubing â€¢ Adrenaline & Extreme Tours,Prestadores turísticos,Receptivos,,,,,-49.3314941,-72.886325,1
